"id";"lemma";"Freq";"MI";"T-score";"logDice"
"500";"různý";"959";"2,756";"26,384";"3,709"
"501";"máma";"239";"4,219";"14,629";"3,704"
"502";"údajně";"343";"3,435";"16,808";"3,701"
"503";"spontánně";"177";"6,605";"13,167";"3,697"
"504";"sestra";"346";"3,411";"16,853";"3,695"
"505";"auto";"1 073";"2,706";"27,738";"3,694"
"506";"režim";"367";"3,33";"17,252";"3,691"
"507";"sebejistě";"168";"8,846";"12,933";"3,689"
"508";"vepř";"170";"7,813";"12,98";"3,688"
"509";"žádný";"1 312";"2,651";"30,455";"3,687"
"510";"dostatečně";"261";"3,906";"15,078";"3,685"
"511";"maminka";"378";"3,285";"17,448";"3,685"
"512";"novinář";"352";"3,369";"16,946";"3,684"
"513";".";"135 855";"2,45";"301,137";"3,679"
"514";"vypočitatelně";"165";"12,196";"12,842";"3,679"
"515";"obchodník";"265";"3,85";"15,15";"3,678"
"516";"konstruktivně";"166";"9,184";"12,862";"3,676"
"517";"vypadat";"668";"2,852";"22,265";"3,675"
"518";"příšerně";"168";"7,855";"12,906";"3,672"
"519";"okolnost";"287";"3,658";"15,599";"3,669"
"520";"pastvina";"176";"6,271";"13,095";"3,669"
"521";"civilizovaně";"164";"11,108";"12,8";"3,668"
"522";"živočišný";"188";"5,354";"13,376";"3,664"
"523";"!";"1 828";"2,567";"35,539";"3,663"
"524";"rybička";"173";"6,481";"13,006";"3,659"
"525";"však";"2 721";"2,517";"43,05";"3,659"
"526";"turista";"388";"3,21";"17,569";"3,658"
"527";"nosorožec";"170";"6,847";"12,925";"3,655"
"528";"konzervativně";"164";"8,809";"12,778";"3,654"
"529";"rezervovaně";"163";"9,591";"12,751";"3,653"
"530";"během";"988";"2,679";"26,525";"3,652"
"531";"obyčejný";"266";"3,762";"15,108";"3,648"
"532";"opice";"178";"5,822";"13,106";"3,647"
"533";"zvířectvo";"165";"7,751";"12,786";"3,644"
"534";"trošku";"233";"4,094";"14,37";"3,64"
"535";"dívka";"420";"3,101";"18,105";"3,638"
"536";"způsobně";"161";"10,101";"12,677";"3,638"
"537";"vřelý";"169";"6,57";"12,863";"3,632"
"538";"pouze";"1 155";"2,615";"28,436";"3,631"
"539";"""";"32 069";"2,39";"144,925";"3,614"
"540";"perfektně";"186";"5,085";"13,236";"3,613"
"541";"jejich";"2 102";"2,489";"37,682";"3,608"
"542";"tolerantně";"157";"11,198";"12,525";"3,605"
"543";"Česko";"669";"2,759";"22,044";"3,605"
"544";"lama";"161";"7,53";"12,62";"3,604"
"545";"banka";"612";"2,797";"21,18";"3,603"
"546";"vzorný";"165";"6,583";"12,711";"3,6"
"547";"v";"52 045";"2,372";"184,071";"3,599"
"548";"nemocný";"318";"3,335";"16,065";"3,596"
"549";"soukromý";"401";"3,065";"17,632";"3,59"
"550";"miminko";"213";"4,233";"13,819";"3,589"
"551";"skoro";"397";"3,072";"17,555";"3,589"
"552";"stáj";"213";"4,202";"13,801";"3,581"
"553";"takže";"980";"2,596";"26,126";"3,58"
"554";"zemědělský";"307";"3,34";"15,791";"3,573"
"555";"národ";"273";"3,525";"15,087";"3,571"
"556";"úžasně";"161";"6,604";"12,558";"3,568"
"557";"živočich";"187";"4,764";"13,172";"3,565"
"558";"Zeman";"325";"3,237";"16,116";"3,56"
"559";"přítomnost";"238";"3,794";"14,315";"3,56"
"560";"Evropa";"724";"2,668";"22,673";"3,559"
"561";"pár";"709";"2,673";"22,451";"3,557"
"562";"pak";"2 507";"2,411";"40,658";"3,553"
"563";"konečně";"373";"3,065";"17,006";"3,549"
"564";"něžně";"155";"7,465";"12,379";"3,549"
"565";"doposud";"218";"4,01";"13,848";"3,548"
"566";"současný";"865";"2,593";"24,536";"3,548"
"567";"nejen";"913";"2,575";"25,144";"3,546"
"568";"domácnost";"287";"3,382";"15,316";"3,544"
"569";"ne";"1 120";"2,514";"27,607";"3,538"
"570";"dravec";"165";"5,708";"12,6";"3,537"
"571";"trh";"796";"2,605";"23,576";"3,536"
"572";"podstata";"324";"3,196";"16,036";"3,536"
"573";"jen";"3 786";"2,362";"49,566";"3,535"
"574";"vězeň";"210";"4,074";"13,631";"3,53"
"575";"soukromí";"185";"4,619";"13,048";"3,524"
"576";"hodně";"3 392";"2,356";"46,861";"3,522"
"577";"virus";"198";"4,266";"13,34";"3,52"
"578";"podobný";"672";"2,645";"21,78";"3,519"
"579";"hovado";"149";"8,769";"12,179";"3,517"
"580";"typický";"249";"3,577";"14,457";"3,516"
"581";"plaz";"154";"6,774";"12,296";"3,515"
"582";"přítel";"409";"2,92";"17,551";"3,51"
"583";"kromě";"757";"2,589";"22,942";"3,51"
"584";"tehdy";"579";"2,696";"20,348";"3,507"
"585";"výborně";"219";"3,86";"13,78";"3,505"
"586";"hráč";"1 285";"2,445";"29,265";"3,502"
"587";"všude";"275";"3,358";"14,966";"3,501"
"588";"sice";"826";"2,548";"23,827";"3,5"
"589";"led";"353";"3,035";"16,496";"3,499"
"590";"ovšem";"780";"2,566";"23,212";"3,499"
"591";"tvářit";"174";"4,855";"12,735";"3,495"
"592";"mladík";"337";"3,075";"16,18";"3,494"
"593";"dokonce";"762";"2,563";"22,932";"3,49"
"594";"urážlivě";"145";"10,675";"12,034";"3,49"
"595";"přesto";"602";"2,654";"20,637";"3,489"
"596";"hlavně";"809";"2,541";"23,557";"3,489"
"597";"investor";"323";"3,107";"15,886";"3,485"
"598";"profík";"150";"6,742";"12,133";"3,477"
"599";"paní";"364";"2,968";"16,641";"3,477"
"600";"málo";"966";"2,47";"25,471";"3,47"
"601";"olomoucký";"316";"3,105";"15,711";"3,47"
"602";"ohrožený";"190";"4,231";"13,05";"3,467"
"603";"srdce";"318";"3,09";"15,738";"3,466"
"604";"cyklista";"264";"3,349";"14,653";"3,465"
"605";"dovolit";"293";"3,185";"15,235";"3,462"
"606";"instituce";"266";"3,324";"14,681";"3,459"
"607";"chlapec";"288";"3,204";"15,129";"3,459"
"608";"nájemník";"192";"4,128";"13,064";"3,452"
"609";"jistě";"358";"2,938";"16,453";"3,45"
"610";"domácí";"1 418";"2,368";"30,363";"3,449"
"611";"předtím";"297";"3,141";"15,281";"3,448"
"612";"smečka";"150";"6,185";"12,079";"3,448"
"613";"pokrytecky";"141";"10,053";"11,863";"3,447"
"614";"Klaus";"279";"3,225";"14,917";"3,447"
"615";"chvíle";"721";"2,528";"22,195";"3,447"
"616";"hrdina";"250";"3,403";"14,316";"3,446"
"617";"lékař";"575";"2,618";"20,073";"3,446"
"618";"načerno";"151";"6,003";"12,097";"3,444"
"619";"země";"1 292";"2,375";"29,016";"3,441"
"620";"dětinsky";"140";"10,293";"11,823";"3,438"
"621";"vůz";"575";"2,606";"20,041";"3,437"
"622";";";"582";"2,597";"20,138";"3,434"
"623";"médium";"330";"2,99";"15,88";"3,432"
"624";"beránek";"146";"6,515";"11,951";"3,43"
"625";"návštěvník";"598";"2,579";"20,36";"3,429"
"626";"vždyť";"283";"3,169";"14,952";"3,429"
"627";"kulturně";"146";"6,497";"11,949";"3,429"
"628";"mimo";"550";"2,616";"19,626";"3,428"
"629";"co";"4 603";"2,241";"53,491";"3,428"
"630";"možná";"670";"2,526";"21,389";"3,424"
"631";"kamarád";"323";"2,995";"15,718";"3,422"
"632";"bílý";"442";"2,731";"17,856";"3,422"
"633";"starý";"1 222";"2,362";"28,159";"3,421"
"634";"obecně";"239";"3,421";"14,016";"3,417"
"635";"buď";"271";"3,207";"14,679";"3,417"
"636";"babička";"226";"3,537";"13,738";"3,417"
"637";"rozmazlený";"140";"7,9";"11,783";"3,416"
"638";"dovést";"243";"3,383";"14,095";"3,414"
"639";"populisticky";"138";"9,637";"11,733";"3,414"
"640";"představa";"304";"3,049";"15,329";"3,414"
"641";"strážník";"336";"2,938";"15,938";"3,413"
"642";"uzavřený";"216";"3,631";"13,511";"3,412"
"643";"pravý";"352";"2,887";"16,226";"3,409"
"644";"včelař";"153";"5,392";"12,075";"3,407"
"645";"Američan";"245";"3,349";"14,116";"3,406"
"646";"lidský";"383";"2,809";"16,777";"3,405"
"647";"hlídka";"235";"3,425";"13,902";"3,405"
"648";"celý";"2 082";"2,271";"36,174";"3,404"
"649";"dodnes";"261";"3,233";"14,437";"3,402"
"650";"hřebčín";"142";"6,682";"11,8";"3,399"
"651";"zvláštní";"315";"2,982";"15,502";"3,399"
"652";"pitomec";"139";"7,578";"11,728";"3,399"
"653";"alespoň";"442";"2,696";"17,779";"3,398"
"654";"velbloud";"143";"6,334";"11,81";"3,392"
"655";"zamilovaný";"155";"5,116";"12,091";"3,391"
"656";"bohužel";"404";"2,744";"17,1";"3,389"
"657";"neustále";"254";"3,249";"14,261";"3,389"
"658";"heslo";"196";"3,836";"13,02";"3,388"
"659";"potomek";"196";"3,828";"13,014";"3,386"
"660";"rybář";"177";"4,206";"12,583";"3,384"
"661";"Rus";"200";"3,753";"13,093";"3,382"
"662";"zákon";"750";"2,433";"22,316";"3,38"
"663";"velký";"3 491";"2,197";"46,2";"3,372"
"664";"hospodářství";"190";"3,867";"12,839";"3,367"
"665";"jedovatý";"151";"5,135";"11,938";"3,361"
"666";"mimořádně";"186";"3,917";"12,735";"3,36"
"667";"téměř";"731";"2,415";"21,966";"3,358"
"668";"nesmírně";"180";"4,019";"12,589";"3,354"
"669";"mladý";"1 143";"2,299";"26,939";"3,354"
"670";"agresivní";"176";"4,108";"12,497";"3,354"
"671";"podezření";"215";"3,488";"13,356";"3,353"
"672";"terárium";"134";"7,888";"11,527";"3,353"
"673";"neomaleně";"132";"10,199";"11,479";"3,353"
"674";"zatím";"1 002";"2,323";"25,329";"3,351"
"675";"už";"4 510";"2,163";"52,157";"3,351"
"676";"rozumný";"173";"4,16";"12,417";"3,348"
"677";"vystupovat";"213";"3,492";"13,298";"3,347"
"678";"pstruh";"138";"6,35";"11,603";"3,344"
"679";"buňka";"194";"3,722";"12,873";"3,342"
"680";"mírně";"199";"3,644";"12,979";"3,34"
"681";"přirozený";"214";"3,46";"13,3";"3,339"
"682";"solidně";"135";"6,893";"11,521";"3,338"
"683";"diplomaticky";"133";"7,579";"11,472";"3,336"
"684";"odpovědný";"163";"4,4";"12,162";"3,334"
"685";"kamera";"241";"3,219";"13,857";"3,334"
"686";"politicky";"151";"4,931";"11,885";"3,333"
"687";"například";"1 288";"2,255";"28,371";"3,333"
"688";"Rusko";"330";"2,82";"15,593";"3,331"
"689";"liberecký";"299";"2,917";"15,003";"3,33"
"690";"drsně";"132";"7,659";"11,432";"3,328"
"691";"či";"1 588";"2,217";"31,279";"3,326"
"692";"být";"56 522";"2,096";"182,153";"3,324"
"693";"její";"1 364";"2,233";"29,074";"3,321"
"694";"pochopitelně";"207";"3,488";"13,105";"3,32"
"695";"umírněně";"129";"9,901";"11,346";"3,319"
"696";"zelenina";"203";"3,532";"13,016";"3,319"
"697";"odmítavě";"130";"8,172";"11,362";"3,315"
"698";"jakkoli";"160";"4,397";"12,049";"3,312"
"699";"ODS";"462";"2,542";"17,803";"3,307"
"700";"řízený";"156";"4,511";"11,942";"3,305"
"701";"sklon";"152";"4,682";"11,849";"3,304"
"702";"osel";"132";"6,813";"11,387";"3,303"
"703";"děcko";"136";"5,961";"11,475";"3,301"
"704";"host";"662";"2,373";"20,764";"3,298"
"705";"blbec";"134";"6,235";"11,422";"3,298"
"706";"jenž";"1 953";"2,162";"34,32";"3,297"
"707";"africký";"163";"4,223";"12,083";"3,297"
"708";"člen";"650";"2,373";"20,574";"3,293"
"709";"plzeňský";"344";"2,72";"15,732";"3,292"
"710";"lze";"750";"2,326";"21,924";"3,291"
"711";"jistý";"392";"2,618";"16,574";"3,29"
"712";"oba";"954";"2,254";"24,41";"3,282"
"713";"přátelský";"184";"3,695";"12,517";"3,281"
"714";"krize";"310";"2,792";"15,064";"3,279"
"715";"postava";"288";"2,866";"14,643";"3,277"
"716";"obyvatel";"564";"2,406";"19,267";"3,276"
"717";"republika";"800";"2,284";"22,476";"3,271"
"718";"povinnost";"281";"2,88";"14,485";"3,27"
"719";"volně";"175";"3,809";"12,285";"3,266"
"720";"zle";"141";"5,061";"11,519";"3,265"
"721";"mnoho";"604";"2,363";"19,8";"3,264"
"722";"dlouhodobě";"228";"3,158";"13,408";"3,263"
"723";"poslanec";"336";"2,692";"15,495";"3,262"
"724";"přibližně";"270";"2,911";"14,246";"3,261"
"725";"výběh";"140";"5,102";"11,488";"3,261"
"726";"sociálně";"156";"4,279";"11,847";"3,259"
"727";"jakýkoli";"299";"2,793";"14,797";"3,258"
"728";"samozřejmě";"557";"2,386";"19,085";"3,257"
"729";"neboť";"313";"2,744";"15,051";"3,256"
"730";"spotřebitel";"170";"3,875";"12,15";"3,255"
"731";"strana";"1 421";"2,148";"29,189";"3,249"
"732";"láskyplně";"124";"8,165";"11,097";"3,248"
"733";"sjezdovka";"177";"3,697";"12,279";"3,244"
"734";"bavlnka";"123";"8,468";"11,059";"3,24"
"735";"u";"2 979";"2,069";"41,57";"3,24"
"736";"místní";"611";"2,322";"19,775";"3,234"
"737";"samostatně";"146";"4,554";"11,569";"3,234"
"738";"návštěva";"339";"2,638";"15,455";"3,233"
"739";"odmítat";"242";"3,001";"13,613";"3,233"
"740";"chov";"162";"3,975";"11,919";"3,231"
"741";"život";"1 058";"2,173";"25,315";"3,229"
"742";"přinejmenším";"150";"4,346";"11,645";"3,228"
"743";"ve";"332";"2,647";"15,313";"3,228"
"744";"potom";"343";"2,617";"15,502";"3,225"
"745";"zároveň";"507";"2,384";"18,202";"3,224"
"746";"mimořádný";"225";"3,092";"13,241";"3,222"
"747";"starokladrubský";"121";"8,996";"10,978";"3,222"
"748";"naprostý";"173";"3,698";"12,139";"3,221"
"749";"ani";"1 878";"2,083";"33,105";"3,219"
"750";"indický";"150";"4,281";"11,618";"3,215"
"751";"postižený";"229";"3,042";"13,295";"3,212"
"752";"voliéra";"123";"6,981";"11,003";"3,211"
"753";"cestující";"224";"3,072";"13,186";"3,209"
"754";"zase";"623";"2,282";"19,83";"3,208"
"755";"zvlášť";"270";"2,809";"14,086";"3,205"
"756";"převážně";"193";"3,339";"12,52";"3,2"
"757";"vyloženě";"139";"4,701";"11,337";"3,198"
"758";"panda";"122";"6,885";"10,952";"3,196"
"759";"zaměstnavatel";"204";"3,202";"12,73";"3,192"
"760";"zhruba";"537";"2,317";"18,524";"3,192"
"761";"přísně";"139";"4,653";"11,321";"3,191"
"762";"Čína";"235";"2,958";"13,357";"3,19"
"763";"reagovat";"276";"2,751";"14,146";"3,186"
"764";"jako|být";"124";"6,106";"10,974";"3,185"
"765";"částice";"132";"5,09";"11,152";"3,184"
"766";"vcelku";"142";"4,457";"11,374";"3,184"
"767";"stejný";"647";"2,24";"20,052";"3,183"
"768";"přechod";"225";"3,007";"13,135";"3,182"
"769";"dělat";"859";"2,161";"22,756";"3,181"
"770";"nepřítel";"158";"3,88";"11,716";"3,179"
"771";"chaoticky";"118";"8,313";"10,829";"3,179"
"772";"jenže";"450";"2,376";"17,127";"3,176"
"773";"přestože";"299";"2,653";"14,542";"3,174"
"774";"právě";"980";"2,123";"24,119";"3,172"
"775";"především";"718";"2,192";"20,931";"3,169"
"776";"rozdílně";"118";"7,642";"10,808";"3,169"
"777";"aktivně";"162";"3,744";"11,778";"3,168"
"778";"od";"4 132";"1,976";"47,946";"3,166"
"779";"klasický";"286";"2,676";"14,265";"3,163"
"780";"nanejvýš";"128";"5,23";"11,012";"3,16"
"781";"budoucno";"242";"2,858";"13,411";"3,159"
"782";"shovívavě";"116";"8,62";"10,743";"3,158"
"783";"jeho";"2 542";"1,993";"37,751";"3,157"
"784";"snad";"445";"2,354";"16,97";"3,155"
"785";"surově";"118";"7,035";"10,78";"3,154"
"786";"představitel";"246";"2,822";"13,467";"3,151"
"787";"překvapivě";"159";"3,751";"11,673";"3,151"
"788";"lehkomyslně";"115";"9,229";"10,706";"3,15"
"789";"bezvadně";"117";"7,337";"10,75";"3,15"
"790";"obžalovaný";"170";"3,509";"11,893";"3,144"
"791";"naivně";"117";"7,015";"10,733";"3,142"
"792";"solidárně";"114";"9,626";"10,664";"3,14"
"793";"svět";"1 064";"2,07";"24,85";"3,138"
"794";"upřímně";"137";"4,438";"11,165";"3,138"
"795";"vzájemně";"142";"4,205";"11,27";"3,136"
"796";"bez";"1 214";"2,045";"26,402";"3,135"
"797";"rád";"982";"2,079";"23,92";"3,134"
"798";"sto";"596";"2,206";"19,121";"3,133"
"799";"zbaběle";"114";"8,639";"10,65";"3,133"
"800";"důvěrně";"119";"6,14";"10,754";"3,13"
"801";"obdarovaný";"115";"7,415";"10,661";"3,128"
"802";"jednat";"539";"2,23";"18,268";"3,124"
"803";"myš";"134";"4,507";"11,067";"3,123"
"804";"ten";"17 205";"1,895";"95,909";"3,117"
"805";"odděleně";"116";"6,563";"10,656";"3,115"
"806";"krmit";"123";"5,294";"10,808";"3,114"
"807";"žralok";"122";"5,403";"10,784";"3,113"
"808";"kolem";"666";"2,145";"19,974";"3,113"
"809";"premiér";"297";"2,557";"14,305";"3,111"
"810";"alkohol";"281";"2,604";"14,006";"3,109"
"811";"podrážděně";"113";"7,718";"10,58";"3,109"
"812";"zákonně";"114";"7,036";"10,596";"3,106"
"813";"účastník";"322";"2,482";"14,733";"3,105"
"814";"prakticky";"247";"2,731";"13,349";"3,104"
"815";"čistokrevný";"113";"7,451";"10,569";"3,104"
"816";"protiprávně";"112";"8,142";"10,546";"3,103"
"817";"již";"1 192";"2,012";"25,965";"3,102"
"818";"partnerka";"136";"4,286";"11,064";"3,102"
"819";"hodlat";"228";"2,825";"12,969";"3,101"
"820";"výslech";"138";"4,183";"11,1";"3,099"
"821";"aspoň";"203";"2,992";"12,457";"3,096"
"822";"generace";"244";"2,729";"13,265";"3,095"
"823";"asociálně";"110";"12,284";"10,486";"3,094"
"824";"náležitě";"119";"5,567";"10,679";"3,094"
"825";"krásně";"143";"3,969";"11,195";"3,093"
"826";"skutečnost";"287";"2,557";"14,063";"3,093"
"827";"anebo";"200";"3,002";"12,377";"3,089"
"828";"Žid";"140";"4,053";"11,119";"3,088"
"829";"debil";"111";"7,891";"10,491";"3,086"
"830";"ústecký";"233";"2,767";"13,022";"3,085"
"831";"majetek";"291";"2,529";"14,103";"3,083"
"832";"tvor";"121";"5,173";"10,695";"3,081"
"833";"příčetně";"109";"10,409";"10,433";"3,078"
"834";"hlupák";"114";"6,232";"10,535";"3,076"
"835";"myslivec";"136";"4,143";"11,002";"3,074"
"836";"tenhle";"510";"2,187";"17,624";"3,074"
"837";"přijatelně";"109";"8,922";"10,419";"3,072"
"838";"celkově";"182";"3,141";"11,961";"3,071"
"839";"mozek";"172";"3,258";"11,744";"3,066"
"840";"křeček";"110";"7,453";"10,428";"3,066"
"841";"odpor";"157";"3,502";"11,424";"3,064"
"842";"rámec";"436";"2,237";"16,451";"3,06"
"843";"příbuzný";"163";"3,375";"11,537";"3,059"
"844";"planeta";"153";"3,568";"11,327";"3,059"
"845";"kožešina";"111";"6,696";"10,434";"3,058"
"846";"zlínský";"222";"2,768";"12,712";"3,052"
"847";"hodný";"141";"3,84";"11,045";"3,047"
"848";"myslet";"768";"2,028";"20,919";"3,045"
"849";"zpravidla";"151";"3,553";"11,242";"3,041"
"850";"menšina";"131";"4,193";"10,82";"3,04"
"851";"politika";"329";"2,368";"14,625";"3,039"
"852";"hyena";"108";"7,42";"10,332";"3,039"
"853";"bratr";"235";"2,668";"12,917";"3,037"
"854";"divoce";"110";"6,424";"10,366";"3,035"
"855";"robot";"131";"4,153";"10,802";"3,033"
"856";"celebrita";"126";"4,405";"10,695";"3,032"
"857";"ČSSD";"330";"2,353";"14,61";"3,03"
"858";"uvnitř";"185";"3,005";"11,907";"3,028"
"859";"hledisko";"204";"2,839";"12,287";"3,028"
"860";"voda";"744";"2,016";"20,532";"3,027"
"861";"nic";"843";"1,987";"21,712";"3,027"
"862";"majetnicky";"105";"11,367";"10,243";"3,026"
"863";"nadřízený";"121";"4,694";"10,575";"3,025"
"864";"vesnice";"211";"2,779";"12,409";"3,022"
"865";"český";"2 504";"1,846";"36,123";"3,016"
"866";"džentlmen";"105";"8,641";"10,221";"3,016"
"867";"památka";"249";"2,565";"13,113";"3,015"
"868";"manažer";"260";"2,521";"13,315";"3,015"
"869";"tržní";"140";"3,741";"10,947";"3,014"
"870";"určitě";"471";"2,141";"16,783";"3,013"
"871";"asertivně";"104";"10,797";"10,192";"3,012"
"872";"Trump";"128";"4,161";"10,681";"3,007"
"873";"zdejší";"219";"2,698";"12,518";"3,007"
"874";"stát";"2 228";"1,84";"34,014";"3,002"
"875";"uvážlivě";"104";"8,354";"10,167";"2,999"
"876";"duch";"193";"2,866";"11,987";"2,999"
"877";"cítit";"338";"2,291";"14,628";"2,999"
"878";"vybraně";"103";"10,92";"10,144";"2,998"
"879";"drobný";"218";"2,687";"12,472";"2,998"
"880";"doslova";"188";"2,901";"11,875";"2,994"
"881";"jízda";"304";"2,354";"14,026";"2,993"
"882";"účel";"189";"2,886";"11,887";"2,991"
"883";"šílený";"126";"4,174";"10,603";"2,991"
"884";"hostitel";"113";"5,141";"10,329";"2,989"
"885";"internet";"258";"2,482";"13,188";"2,987"
"886";"herec";"267";"2,449";"13,347";"2,986"
"887";"natolik";"153";"3,338";"11,146";"2,986"
"888";"impulzivně";"102";"9,39";"10,084";"2,979"
"889";"vzor";"157";"3,238";"11,202";"2,976"
"890";"motorista";"132";"3,845";"10,69";"2,975"
"891";"potřeba";"367";"2,209";"15,014";"2,975"
"892";"pokaždé";"147";"3,421";"10,992";"2,973"
"893";"alibisticky";"102";"8,507";"10,072";"2,973"
"894";"nádrž";"157";"3,226";"11,191";"2,971"
"895";"promluvit";"133";"3,788";"10,697";"2,97"
"896";"patřičný";"117";"4,592";"10,368";"2,97"
"897";"venkov";"140";"3,572";"10,838";"2,969"
"898";"LN";"212";"2,667";"12,268";"2,968"
"899";"ovčák";"106";"6,042";"10,139";"2,967"
"900";"spojenec";"126";"4,032";"10,539";"2,964"
"901";"dvorský";"105";"6,221";"10,11";"2,963"
"902";"schopný";"286";"2,353";"13,601";"2,961"
"903";"družstvo";"278";"2,374";"13,456";"2,96"
"904";"předpis";"161";"3,129";"11,238";"2,959"
"905";"přestávat";"120";"4,313";"10,403";"2,958"
"906";"plodina";"119";"4,371";"10,382";"2,957"
"907";"dvacet";"358";"2,198";"14,797";"2,957"
"908";"andulka";"101";"8,228";"10,016";"2,956"
"909";"momentálně";"158";"3,164";"11,168";"2,955"
"910";"řetězec";"139";"3,546";"10,78";"2,954"
"911";"leckdy";"108";"5,374";"10,142";"2,95"
"912";"ostatně";"170";"2,981";"11,387";"2,947"
"913";"dlouho";"426";"2,098";"15,818";"2,946"
"914";"obyčejně";"111";"4,936";"10,191";"2,945"
"915";"stovka";"318";"2,252";"14,09";"2,945"
"916";"bažant";"103";"6,413";"10,03";"2,944"
"917";"před";"2 059";"1,784";"32,2";"2,944"
"918";"prosit";"149";"3,284";"10,953";"2,942"
"919";"vřele";"102";"6,729";"10,004";"2,941"
"920";"standardní";"161";"3,084";"11,192";"2,941"
"921";"střídmě";"100";"8,081";"9,963";"2,94"
"922";"demokratický";"159";"3,105";"11,144";"2,938"
"923";"obrovský";"277";"2,337";"13,349";"2,935"
"924";"město";"1 780";"1,785";"29,946";"2,934"
"925";"vůdce";"141";"3,425";"10,769";"2,933"
"926";"něžný";"109";"5,037";"10,122";"2,932"
"927";"setkání";"252";"2,41";"12,888";"2,93"
"928";"Paroubek";"135";"3,565";"10,637";"2,929"
"929";"jediný";"548";"1,982";"17,484";"2,929"
"930";"hmyz";"117";"4,315";"10,273";"2,928"
"931";"EU";"252";"2,406";"12,878";"2,927"
"932";"volič";"192";"2,721";"11,755";"2,925"
"933";"jelikož";"156";"3,115";"11,048";"2,925"
"934";"počátek";"211";"2,59";"12,114";"2,924"
"935";"ještě";"1 749";"1,776";"29,607";"2,924"
"936";"ačkoli";"197";"2,676";"11,84";"2,922"
"937";"úřad";"628";"1,933";"18,499";"2,921"
"938";"spousta";"297";"2,263";"13,644";"2,921"
"939";"německý";"378";"2,12";"14,968";"2,92"
"940";"vedení";"600";"1,945";"18,132";"2,92"
"941";"královna";"136";"3,501";"10,632";"2,919"
"942";"nicméně";"223";"2,508";"12,308";"2,915"
