id;lemma;Freq;MI;T-score;logDice;POS;VNP?
582;přítel;409;2,92;17,551;3,51;N;
583;kromě;757;2,589;22,942;3,51;R;
584;tehdy;579;2,696;20,348;3,507;D;
585;výborně;219;3,86;13,78;3,505;D;
586;hráč;1 285;2,445;29,265;3,502;N;
587;všude;275;3,358;14,966;3,501;D;
588;sice;826;2,548;23,827;3,5;J;
589;led;353;3,035;16,496;3,499;N;
590;ovšem;780;2,566;23,212;3,499;T;
591;tvářit;174;4,855;12,735;3,495;V;
592;mladík;337;3,075;16,18;3,494;N;
593;dokonce;762;2,563;22,932;3,49;T;
594;urážlivě;145;10,675;12,034;3,49;D;
595;přesto;602;2,654;20,637;3,489;J;
596;hlavně;809;2,541;23,557;3,489;D;
597;investor;323;3,107;15,886;3,485;N;
598;profík;150;6,742;12,133;3,477;N;
599;paní;364;2,968;16,641;3,477;N;
600;málo;966;2,47;25,471;3,47;D;
601;olomoucký;316;3,105;15,711;3,47;A;
602;ohrožený;190;4,231;13,05;3,467;A;
603;srdce;318;3,09;15,738;3,466;N;
604;cyklista;264;3,349;14,653;3,465;N;
605;dovolit;293;3,185;15,235;3,462;V;
606;instituce;266;3,324;14,681;3,459;N;
607;chlapec;288;3,204;15,129;3,459;N;
608;nájemník;192;4,128;13,064;3,452;N;
609;jistě;358;2,938;16,453;3,45;D;
610;domácí;1 418;2,368;30,363;3,449;A;
611;předtím;297;3,141;15,281;3,448;D;
612;smečka;150;6,185;12,079;3,448;N;
613;pokrytecky;141;10,053;11,863;3,447;D;
614;Klaus;279;3,225;14,917;3,447;N;
615;chvíle;721;2,528;22,195;3,447;N;
616;hrdina;250;3,403;14,316;3,446;N;
617;lékař;575;2,618;20,073;3,446;N;
618;načerno;151;6,003;12,097;3,444;;
619;země;1 292;2,375;29,016;3,441;N;
620;dětinsky;140;10,293;11,823;3,438;D;
621;vůz;575;2,606;20,041;3,437;N;
622;";";582;2,597;20,138;3,434;Z;
623;médium;330;2,99;15,88;3,432;N;
624;beránek;146;6,515;11,951;3,43;N;
625;návštěvník;598;2,579;20,36;3,429;N;
626;vždyť;283;3,169;14,952;3,429;J;
627;kulturně;146;6,497;11,949;3,429;D;
628;mimo;550;2,616;19,626;3,428;R;
629;co;4 603;2,241;53,491;3,428;P;
630;možná;670;2,526;21,389;3,424;T;
631;kamarád;323;2,995;15,718;3,422;N;
632;bílý;442;2,731;17,856;3,422;A;
633;starý;1 222;2,362;28,159;3,421;A;
634;obecně;239;3,421;14,016;3,417;D;
635;buď;271;3,207;14,679;3,417;J;
636;babička;226;3,537;13,738;3,417;N;
637;rozmazlený;140;7,9;11,783;3,416;A;
638;dovést;243;3,383;14,095;3,414;V;
639;populisticky;138;9,637;11,733;3,414;D;
640;představa;304;3,049;15,329;3,414;N;KV
641;strážník;336;2,938;15,938;3,413;N;
642;uzavřený;216;3,631;13,511;3,412;A;
643;pravý;352;2,887;16,226;3,409;A;
644;včelař;153;5,392;12,075;3,407;N;
645;Američan;245;3,349;14,116;3,406;N;
646;lidský;383;2,809;16,777;3,405;A;
647;hlídka;235;3,425;13,902;3,405;N;
648;celý;2 082;2,271;36,174;3,404;A;
649;dodnes;261;3,233;14,437;3,402;D;
650;hřebčín;142;6,682;11,8;3,399;N;
651;zvláštní;315;2,982;15,502;3,399;A;
652;pitomec;139;7,578;11,728;3,399;N;
653;alespoň;442;2,696;17,779;3,398;D;
654;velbloud;143;6,334;11,81;3,392;;
655;zamilovaný;155;5,116;12,091;3,391;A;
656;bohužel;404;2,744;17,1;3,389;T;
657;neustále;254;3,249;14,261;3,389;D;
658;heslo;196;3,836;13,02;3,388;N;
659;potomek;196;3,828;13,014;3,386;N;
660;rybář;177;4,206;12,583;3,384;N;
661;Rus;200;3,753;13,093;3,382;N;
662;zákon;750;2,433;22,316;3,38;N;
663;velký;3 491;2,197;46,2;3,372;A;
664;hospodářství;190;3,867;12,839;3,367;N;
665;jedovatý;151;5,135;11,938;3,361;A;
666;mimořádně;186;3,917;12,735;3,36;D;
667;téměř;731;2,415;21,966;3,358;D;
668;nesmírně;180;4,019;12,589;3,354;D;
669;mladý;1 143;2,299;26,939;3,354;A;
670;agresivní;176;4,108;12,497;3,354;A;
671;podezření;215;3,488;13,356;3,353;N;VALLEX
672;terárium;134;7,888;11,527;3,353;N;
673;neomaleně;132;10,199;11,479;3,353;D;
674;zatím;1 002;2,323;25,329;3,351;D;
675;už;4 510;2,163;52,157;3,351;D;
676;rozumný;173;4,16;12,417;3,348;A;
677;vystupovat;213;3,492;13,298;3,347;V;
678;pstruh;138;6,35;11,603;3,344;N;
679;buňka;194;3,722;12,873;3,342;N;
680;mírně;199;3,644;12,979;3,34;D;
681;přirozený;214;3,46;13,3;3,339;A;
682;solidně;135;6,893;11,521;3,338;D;
683;diplomaticky;133;7,579;11,472;3,336;D;
684;odpovědný;163;4,4;12,162;3,334;A;
685;kamera;241;3,219;13,857;3,334;N;
686;politicky;151;4,931;11,885;3,333;D;
687;například;1 288;2,255;28,371;3,333;T;
688;Rusko;330;2,82;15,593;3,331;N;
689;liberecký;299;2,917;15,003;3,33;A;
690;drsně;132;7,659;11,432;3,328;D;
691;či;1 588;2,217;31,279;3,326;J;
692;být;56 522;2,096;182,153;3,324;V;
693;její;1 364;2,233;29,074;3,321;P;
694;pochopitelně;207;3,488;13,105;3,32;D;
695;umírněně;129;9,901;11,346;3,319;D;
696;zelenina;203;3,532;13,016;3,319;N;
697;odmítavě;130;8,172;11,362;3,315;D;
698;jakkoli;160;4,397;12,049;3,312;D;
699;ODS;462;2,542;17,803;3,307;B;
700;řízený;156;4,511;11,942;3,305;A;
701;sklon;152;4,682;11,849;3,304;N;
702;osel;132;6,813;11,387;3,303;N;
703;děcko;136;5,961;11,475;3,301;N;
704;host;662;2,373;20,764;3,298;N;
705;blbec;134;6,235;11,422;3,298;N;
706;jenž;1 953;2,162;34,32;3,297;P;
707;africký;163;4,223;12,083;3,297;A;
708;člen;650;2,373;20,574;3,293;N;
709;plzeňský;344;2,72;15,732;3,292;A;
710;lze;750;2,326;21,924;3,291;D;
711;jistý;392;2,618;16,574;3,29;A;
712;oba;954;2,254;24,41;3,282;C;
713;přátelský;184;3,695;12,517;3,281;A;
714;krize;310;2,792;15,064;3,279;N;
715;postava;288;2,866;14,643;3,277;N;
716;obyvatel;564;2,406;19,267;3,276;N;
717;republika;800;2,284;22,476;3,271;N;
718;povinnost;281;2,88;14,485;3,27;N;
719;volně;175;3,809;12,285;3,266;D;
720;zle;141;5,061;11,519;3,265;D;
721;mnoho;604;2,363;19,8;3,264;C;
722;dlouhodobě;228;3,158;13,408;3,263;D;
723;poslanec;336;2,692;15,495;3,262;N;
724;přibližně;270;2,911;14,246;3,261;D;
725;výběh;140;5,102;11,488;3,261;N;
726;sociálně;156;4,279;11,847;3,259;D;
727;jakýkoli;299;2,793;14,797;3,258;P;
728;samozřejmě;557;2,386;19,085;3,257;T;
729;neboť;313;2,744;15,051;3,256;J;
730;spotřebitel;170;3,875;12,15;3,255;N;
731;strana;1 421;2,148;29,189;3,249;N;
732;láskyplně;124;8,165;11,097;3,248;D;
733;sjezdovka;177;3,697;12,279;3,244;N;
734;bavlnka;123;8,468;11,059;3,24;N;
735;u;2 979;2,069;41,57;3,24;R;
736;místní;611;2,322;19,775;3,234;A;
737;samostatně;146;4,554;11,569;3,234;D;
738;návštěva;339;2,638;15,455;3,233;N;
739;odmítat;242;3,001;13,613;3,233;V;
740;chov;162;3,975;11,919;3,231;N;
741;život;1 058;2,173;25,315;3,229;N;
742;přinejmenším;150;4,346;11,645;3,228;T;
743;ve;332;2,647;15,313;3,228;R;
744;potom;343;2,617;15,502;3,225;D;
745;zároveň;507;2,384;18,202;3,224;D;
746;mimořádný;225;3,092;13,241;3,222;A;
747;starokladrubský;121;8,996;10,978;3,222;A;
748;naprostý;173;3,698;12,139;3,221;A;
749;ani;1 878;2,083;33,105;3,219;J;
750;indický;150;4,281;11,618;3,215;A;
751;postižený;229;3,042;13,295;3,212;A;
752;voliéra;123;6,981;11,003;3,211;N;
753;cestující;224;3,072;13,186;3,209;N;
754;zase;623;2,282;19,83;3,208;D;
755;zvlášť;270;2,809;14,086;3,205;D;
756;převážně;193;3,339;12,52;3,2;D;
757;vyloženě;139;4,701;11,337;3,198;D;
758;panda;122;6,885;10,952;3,196;N;
759;zaměstnavatel;204;3,202;12,73;3,192;N;
760;zhruba;537;2,317;18,524;3,192;D;
761;přísně;139;4,653;11,321;3,191;D;
762;Čína;235;2,958;13,357;3,19;N;
763;reagovat;276;2,751;14,146;3,186;V;
764;jako|být;124;6,106;10,974;3,185;J;
765;částice;132;5,09;11,152;3,184;N;
766;vcelku;142;4,457;11,374;3,184;D;
767;stejný;647;2,24;20,052;3,183;A;
768;přechod;225;3,007;13,135;3,182;N;
769;dělat;859;2,161;22,756;3,181;V;
770;nepřítel;158;3,88;11,716;3,179;N;
771;chaoticky;118;8,313;10,829;3,179;D;
772;jenže;450;2,376;17,127;3,176;J;
773;přestože;299;2,653;14,542;3,174;J;
774;právě;980;2,123;24,119;3,172;D;
775;především;718;2,192;20,931;3,169;T;
776;rozdílně;118;7,642;10,808;3,169;D;
777;aktivně;162;3,744;11,778;3,168;D;
778;od;4 132;1,976;47,946;3,166;R;
779;klasický;286;2,676;14,265;3,163;A;
780;nanejvýš;128;5,23;11,012;3,16;D;
781;budoucno;242;2,858;13,411;3,159;N;
782;shovívavě;116;8,62;10,743;3,158;D;
783;jeho;2 542;1,993;37,751;3,157;P;
784;snad;445;2,354;16,97;3,155;T;
785;surově;118;7,035;10,78;3,154;D;
786;představitel;246;2,822;13,467;3,151;N;
787;překvapivě;159;3,751;11,673;3,151;D;
788;lehkomyslně;115;9,229;10,706;3,15;D;
789;bezvadně;117;7,337;10,75;3,15;;
790;obžalovaný;170;3,509;11,893;3,144;N;
791;naivně;117;7,015;10,733;3,142;D;
792;solidárně;114;9,626;10,664;3,14;D;
793;svět;1 064;2,07;24,85;3,138;N;
794;upřímně;137;4,438;11,165;3,138;D;
795;vzájemně;142;4,205;11,27;3,136;D;
796;bez;1 214;2,045;26,402;3,135;R;
797;rád;982;2,079;23,92;3,134;D;
798;sto;596;2,206;19,121;3,133;C;
799;zbaběle;114;8,639;10,65;3,133;D;
800;důvěrně;119;6,14;10,754;3,13;D;
801;obdarovaný;115;7,415;10,661;3,128;A;
802;jednat;539;2,23;18,268;3,124;V;
803;myš;134;4,507;11,067;3,123;N;
804;ten;17 205;1,895;95,909;3,117;P;
805;odděleně;116;6,563;10,656;3,115;D;
806;krmit;123;5,294;10,808;3,114;V;
807;žralok;122;5,403;10,784;3,113;N;
808;kolem;666;2,145;19,974;3,113;R;
809;premiér;297;2,557;14,305;3,111;N;
810;alkohol;281;2,604;14,006;3,109;N;
811;podrážděně;113;7,718;10,58;3,109;D;
812;zákonně;114;7,036;10,596;3,106;D;
813;účastník;322;2,482;14,733;3,105;N;
814;prakticky;247;2,731;13,349;3,104;D;
815;čistokrevný;113;7,451;10,569;3,104;A;
816;protiprávně;112;8,142;10,546;3,103;D;
817;již;1 192;2,012;25,965;3,102;D;
818;partnerka;136;4,286;11,064;3,102;N;
819;hodlat;228;2,825;12,969;3,101;V;
820;výslech;138;4,183;11,1;3,099;N;
821;aspoň;203;2,992;12,457;3,096;D;
822;generace;244;2,729;13,265;3,095;N;
823;asociálně;110;12,284;10,486;3,094;D;
824;náležitě;119;5,567;10,679;3,094;D;
825;krásně;143;3,969;11,195;3,093;D;
826;skutečnost;287;2,557;14,063;3,093;N;
827;anebo;200;3,002;12,377;3,089;J;
828;Žid;140;4,053;11,119;3,088;N;
829;debil;111;7,891;10,491;3,086;N;
830;ústecký;233;2,767;13,022;3,085;A;
831;majetek;291;2,529;14,103;3,083;N;
832;tvor;121;5,173;10,695;3,081;N;
833;příčetně;109;10,409;10,433;3,078;D;
834;hlupák;114;6,232;10,535;3,076;N;
835;myslivec;136;4,143;11,002;3,074;N;
836;tenhle;510;2,187;17,624;3,074;P;
837;přijatelně;109;8,922;10,419;3,072;D;
838;celkově;182;3,141;11,961;3,071;D;
839;mozek;172;3,258;11,744;3,066;N;
840;křeček;110;7,453;10,428;3,066;N;
841;odpor;157;3,502;11,424;3,064;N;KV
842;rámec;436;2,237;16,451;3,06;N;
843;příbuzný;163;3,375;11,537;3,059;N;
844;planeta;153;3,568;11,327;3,059;N;
845;kožešina;111;6,696;10,434;3,058;;
846;zlínský;222;2,768;12,712;3,052;A;
847;hodný;141;3,84;11,045;3,047;A;
848;myslet;768;2,028;20,919;3,045;V;
849;zpravidla;151;3,553;11,242;3,041;D;
850;menšina;131;4,193;10,82;3,04;N;
851;politika;329;2,368;14,625;3,039;N;
852;hyena;108;7,42;10,332;3,039;N;
853;bratr;235;2,668;12,917;3,037;N;
854;divoce;110;6,424;10,366;3,035;D;
855;robot;131;4,153;10,802;3,033;N;
856;celebrita;126;4,405;10,695;3,032;N;
857;ČSSD;330;2,353;14,61;3,03;B;
858;uvnitř;185;3,005;11,907;3,028;D;
859;hledisko;204;2,839;12,287;3,028;N;
860;voda;744;2,016;20,532;3,027;N;
861;nic;843;1,987;21,712;3,027;P;
862;majetnicky;105;11,367;10,243;3,026;D;
863;nadřízený;121;4,694;10,575;3,025;N;
864;vesnice;211;2,779;12,409;3,022;N;
865;český;2 504;1,846;36,123;3,016;A;
866;džentlmen;105;8,641;10,221;3,016;N;
867;památka;249;2,565;13,113;3,015;N;
868;manažer;260;2,521;13,315;3,015;N;
869;tržní;140;3,741;10,947;3,014;A;
870;určitě;471;2,141;16,783;3,013;T;
871;asertivně;104;10,797;10,192;3,012;D;
872;Trump;128;4,161;10,681;3,007;N;
873;zdejší;219;2,698;12,518;3,007;A;
874;stát;2 228;1,84;34,014;3,002;N;
875;uvážlivě;104;8,354;10,167;2,999;;
876;duch;193;2,866;11,987;2,999;N;
877;cítit;338;2,291;14,628;2,999;V;
878;vybraně;103;10,92;10,144;2,998;D;
879;drobný;218;2,687;12,472;2,998;A;
880;doslova;188;2,901;11,875;2,994;D;
881;jízda;304;2,354;14,026;2,993;N;
882;účel;189;2,886;11,887;2,991;N;
883;šílený;126;4,174;10,603;2,991;A;
884;hostitel;113;5,141;10,329;2,989;N;
885;internet;258;2,482;13,188;2,987;N;
886;herec;267;2,449;13,347;2,986;N;
887;natolik;153;3,338;11,146;2,986;D;
888;impulzivně;102;9,39;10,084;2,979;D;
889;vzor;157;3,238;11,202;2,976;N;
890;motorista;132;3,845;10,69;2,975;N;
891;potřeba;367;2,209;15,014;2,975;N;KV
892;pokaždé;147;3,421;10,992;2,973;D;
893;alibisticky;102;8,507;10,072;2,973;D;
894;nádrž;157;3,226;11,191;2,971;N;
895;promluvit;133;3,788;10,697;2,97;V;
896;patřičný;117;4,592;10,368;2,97;A;
897;venkov;140;3,572;10,838;2,969;N;
898;LN;212;2,667;12,268;2,968;B;
899;ovčák;106;6,042;10,139;2,967;N;
900;spojenec;126;4,032;10,539;2,964;N;
901;dvorský;105;6,221;10,11;2,963;;
902;schopný;286;2,353;13,601;2,961;A;
903;družstvo;278;2,374;13,456;2,96;N;
904;předpis;161;3,129;11,238;2,959;N;
905;přestávat;120;4,313;10,403;2,958;V;
906;plodina;119;4,371;10,382;2,957;N;
907;dvacet;358;2,198;14,797;2,957;C;
908;andulka;101;8,228;10,016;2,956;N;
909;momentálně;158;3,164;11,168;2,955;D;
910;řetězec;139;3,546;10,78;2,954;N;
911;leckdy;108;5,374;10,142;2,95;D;
912;ostatně;170;2,981;11,387;2,947;T;
913;dlouho;426;2,098;15,818;2,946;D;
914;obyčejně;111;4,936;10,191;2,945;D;
915;stovka;318;2,252;14,09;2,945;N;
916;bažant;103;6,413;10,03;2,944;N;
917;před;2 059;1,784;32,2;2,944;R;
918;prosit;149;3,284;10,953;2,942;V;
919;vřele;102;6,729;10,004;2,941;D;
920;standardní;161;3,084;11,192;2,941;A;
921;střídmě;100;8,081;9,963;2,94;D;
922;demokratický;159;3,105;11,144;2,938;A;
923;obrovský;277;2,337;13,349;2,935;A;
924;město;1 780;1,785;29,946;2,934;N;
925;vůdce;141;3,425;10,769;2,933;N;
926;něžný;109;5,037;10,122;2,932;A;
927;setkání;252;2,41;12,888;2,93;N;
928;Paroubek;135;3,565;10,637;2,929;N;
929;jediný;548;1,982;17,484;2,929;A;
930;hmyz;117;4,315;10,273;2,928;N;
931;EU;252;2,406;12,878;2,927;B;
932;volič;192;2,721;11,755;2,925;N;
933;jelikož;156;3,115;11,048;2,925;J;
934;počátek;211;2,59;12,114;2,924;N;
935;ještě;1 749;1,776;29,607;2,924;D;
936;ačkoli;197;2,676;11,84;2,922;J;
937;úřad;628;1,933;18,499;2,921;N;
938;spousta;297;2,263;13,644;2,921;N;
939;německý;378;2,12;14,968;2,92;A;
940;vedení;600;1,945;18,132;2,92;N;
941;královna;136;3,501;10,632;2,919;N;
942;nicméně;223;2,508;12,308;2,915;J;
943;příslušník;146;3,26;10,821;2,914;N;
944;uměle;108;4,977;10,062;2,914;D;
945;holčička;129;3,693;10,48;2,914;N;
946;dobytý;98;8,177;9,865;2,913;A;
947;krajina;181;2,785;11,502;2,912;N;
948;žít;462;2,02;16,194;2,912;V;
949;oběť;218;2,526;12,201;2,91;N;
950;policie;659;1,904;18,812;2,907;N;
951;dnešní;314;2,205;13,876;2,906;A;
952;vládce;109;4,782;10,061;2,904;N;
953;rozmnožovat;99;6,898;9,866;2,904;V;
954;vězení;217;2,518;12,16;2,903;N;
955;restaurace;259;2,342;12,92;2,903;N;
956;úspěšně;161;2,979;11,079;2,9;D;
957;komunikovat;130;3,595;10,458;2,897;V;
958;zdravý;210;2,544;12,006;2,896;A;
959;koalice;188;2,693;11,59;2,896;N;
960;čistě;123;3,841;10,317;2,896;D;
961;věc;685;1,881;19,069;2,895;N;
962;moudře;97;7,609;9,798;2,89;D;
963;plaše;96;8,899;9,777;2,889;;
964;žák;359;2,104;14,54;2,889;N;
965;třicet;244;2,371;12,6;2,888;C;
966;osoba;370;2,086;14,705;2,888;N;
967;srdečně;103;5,359;9,902;2,885;D;
968;bezprostředně;117;4,071;10,173;2,885;D;
969;jinde;175;2,782;11,305;2,884;D;
970;území;267;2,286;12,991;2,883;N;
971;ekologický;162;2,907;11,031;2,876;A;
972;povinný;175;2,764;11,281;2,875;A;
973;tatínek;135;3,376;10,5;2,875;N;
974;jednotlivý;324;2,14;13,917;2,874;A;
975;král;198;2,577;11,713;2,874;N;
976;zakázat;147;3,12;10,73;2,872;V;
977;šnek;98;6,309;9,775;2,871;N;
978;vhodný;285;2,218;13,253;2,87;A;
979;důvěřivě;95;8,19;9,713;2,868;D;
980;jindy;128;3,536;10,338;2,865;D;
981;bezpečný;276;2,229;13,071;2,863;A;
982;uživatel;162;2,875;10,992;2,862;N;
983;bůh;162;2,872;10,989;2,861;N;
984;*;601;1,874;17,827;2,861;Z;
985;předek;119;3,842;10,148;2,859;N;
986;Babiš;139;3,228;10,532;2,857;N;
987;evropský;614;1,862;17,961;2,855;A;
988;obyvatelstvo;121;3,735;10,174;2,854;N;
989;ženská;110;4,313;9,96;2,853;N;
990;lovit;108;4,461;9,92;2,852;V;
991;unie;297;2,156;13,366;2,847;N;
992;rok;5 372;1,64;49,785;2,846;N;
993;buran;94;7,621;9,646;2,846;N;
994;ostražitě;93;8,977;9,625;2,844;D;
995;státní;487;1,917;16,224;2,844;A;
996;park;270;2,217;12,898;2,844;N;
997;komerčně;96;6,353;9,678;2,844;D;
998;systém;534;1,887;16,86;2,844;N;
999;typicky;102;5,017;9,788;2,843;D;
1000;kvůli;682;1,822;18,731;2,843;R;
1001;nadávat;110;4,249;9,936;2,843;V;
1002;vážně;170;2,741;11,087;2,842;D;
1003;ochotně;105;4,645;9,837;2,841;D;
1004;koaliční;130;3,391;10,315;2,84;A;
1005;bláznivě;93;8,108;9,609;2,837;D;
1006;náruč;102;4,949;9,773;2,837;N;
1007;-;7 226;1,623;57,399;2,835;Z;
1008;nájemce;112;4,072;9,954;2,834;N;
1009;Amerika;179;2,639;11,231;2,833;N;
1010;konzistentně;92;9,656;9,58;2,832;D;
1011;levhart;94;6,921;9,615;2,832;N;
1012;přes;811;1,774;20,149;2,832;R;
1013;hanebně;92;9,455;9,578;2,831;D;
1014;fantasticky;95;6,382;9,63;2,83;D;
1015;protizákonně;92;9,048;9,574;2,829;D;
1016;vesměs;112;4,035;9,937;2,827;D;
1017;říkat;998;1,732;22,082;2,825;V;
1018;chytře;96;5,774;9,619;2,818;D;
1019;západ;159;2,806;10,807;2,817;N;
1020;pavouk;99;5,141;9,668;2,815;N;
1021;zřejmě;353;2,01;14,124;2,814;T;
1022;na;21 100;1,589;96,969;2,814;R;
1023;přehnaně;94;6,292;9,572;2,812;D;
1024;coby;137;3,135;10,373;2,812;J;
1025;ministr;408;1,942;14,941;2,811;N;
1026;relativně;128;3,342;10,198;2,81;D;
1027;společenský;185;2,545;11,271;2,81;A;
1028;svědek;169;2,679;10,97;2,809;N;
1029;zbytečně;136;3,143;10,342;2,807;D;
1030;demokrat;157;2,807;10,739;2,807;N;
1031;čínský;165;2,714;10,888;2,807;A;
1032;stroj;226;2,309;11,999;2,807;N;
1033;motorka;117;3,691;9,979;2,806;N;
1034;';257;2,196;12,532;2,805;Z;
1035;armáda;208;2,391;11,672;2,805;N;
1036;zprvu;102;4,641;9,695;2,803;D;
1037;liška;100;4,84;9,651;2,8;N;
1038;soudce;160;2,752;10,771;2,799;N;
1039;péče;271;2,146;12,742;2,798;N;
1040;inteligentně;90;8,625;9,463;2,795;D;
1041;ptactvo;95;5,623;9,549;2,795;N;
1042;válka;326;2,024;13,615;2,793;N;
1043;kurt;114;3,763;9,891;2,793;N;
1044;muslim;104;4,356;9,7;2,79;N;
1045;nesmyslně;93;6,109;9,504;2,79;D;
1046;absolutně;111;3,894;9,827;2,79;D;
1047;student;329;2,012;13,64;2,788;N;
1048;šimpanz;92;6,403;9,478;2,787;N;
1049;veřejný;355;1,97;14,033;2,786;A;
1050;zakrslý;90;7,529;9,435;2,783;;
1051;zločinec;103;4,364;9,656;2,78;N;
1052;církev;146;2,884;10,447;2,777;N;
1053;šéf;357;1,954;14,019;2,776;N;
1054;nacista;102;4,424;9,629;2,776;N;
1055;rozvážně;89;7,904;9,395;2,772;D;
1056;věk;277;2,09;12,734;2,771;N;
1057;pošetile;88;10,194;9,373;2,77;D;
1058;populace;123;3,337;9,993;2,768;N;
1059;štěně;95;5,234;9,488;2,768;N;
1060;Evropan;103;4,283;9,628;2,768;N;
1061;zřídka;101;4,45;9,59;2,767;D;
1062;ohrada;94;5,399;9,466;2,766;N;
1063;rostlina;161;2,665;10,688;2,765;N;
1064;vlna;172;2,558;10,888;2,764;N;
1065;křičet;112;3,72;9,78;2,764;V;
1066;královédvorský;90;6,636;9,391;2,763;A;
1067;víceméně;105;4,101;9,65;2,762;D;
1068;spolužák;110;3,792;9,731;2,759;N;
1069;paměť;144;2,867;10,355;2,759;N;
1070;poddruh;88;8,05;9,345;2,758;;
1071;kolik;246;2,155;12,164;2,757;C;
1072;ano;315;1,99;13,28;2,755;T;
1073;blízký;288;2,04;12,844;2,753;A;
1074;domorodec;92;5,662;9,402;2,753;N;
1075;donutit;112;3,672;9,753;2,753;V;
1076;pozemek;238;2,176;12,014;2,753;N;
1077;druhý;1 462;1,61;25,711;2,753;C;
1078;okolo;180;2,469;10,992;2,752;R;
1079;podstatně;127;3,175;10,021;2,751;D;
1080;extrémní;111;3,705;9,728;2,75;A;
1081;demokracie;156;2,682;10,544;2,748;N;
1082;několik;853;1,669;20,02;2,746;C;
1083;zkušený;191;2,379;11,163;2,744;A;
1084;hora;299;2,003;12,977;2,743;N;
1085;desítka;320;1,964;13,304;2,743;N;
1086;vyplatit;155;2,681;10,509;2,742;V;
1087;zloděj;215;2,248;11,576;2,741;N;
1088;nezodpovědně;86;12,901;9,272;2,74;D;
1089;dokonalý;132;3,022;10,074;2,737;A;
1090;pít;137;2,926;10,164;2,737;V;
1091;odjakživa;93;5,189;9,379;2,736;D;
1092;požár;187;2,387;11,06;2,734;N;
1093;ovečka;90;5,863;9,324;2,734;N;
1094;tudíž;127;3,12;9,973;2,734;J;
1095;báječně;90;5,855;9,323;2,733;D;
1096;vládní;180;2,431;10,929;2,732;A;
1097;dětství;126;3,137;9,949;2,731;N;
1098;dále;303;1,978;12,988;2,731;D;
1099;skupina;647;1,703;17,626;2,73;N;
1100;až;1 868;1,565;28,615;2,729;T;
1101;milovat;154;2,662;10,449;2,728;V;
1102;vyhovující;101;4,165;9,49;2,726;A;
1103;černý;278;2,022;12,568;2,725;A;
1104;zebra;89;6,008;9,287;2,725;;
1105;nejspíš;161;2,579;10,565;2,725;T;
1106;urážet;92;5,221;9,334;2,724;V;
1107;spoluobčan;95;4,747;9,384;2,724;N;
1108;bytost;102;4,048;9,489;2,719;N;
1109;jihlavský;142;2,794;10,198;2,717;A;
1110;pracovník;254;2,071;12,144;2,717;N;
1111;pojišťovna;193;2,311;11,093;2,713;N;
1112;stůl;190;2,329;11,04;2,713;N;
1113;kamarádka;118;3,292;9,753;2,712;N;
1114;rodinný;237;2,115;11,842;2,712;A;
1115;nováček;147;2,71;10,272;2,712;N;
1116;kabina;144;2,749;10,215;2,711;N;
1117;lidstvo;101;4,054;9,445;2,708;N;
1118;radnice;376;1,839;13,972;2,706;N;
1119;profesionální;161;2,537;10,503;2,705;A;
1120;servilně;84;10,636;9,159;2,704;D;
1121;výstředně;84;10,194;9,157;2,703;D;
1122;slovo;412;1,799;14,463;2,702;N;
1123;krysa;88;5,826;9,215;2,701;N;
1124;čuně;84;9,5;9,152;2,701;;
1125;kritický;126;3,042;9,862;2,7;A;
1126;Dvůr;114;3,366;9,642;2,697;N;
1127;oblast;418;1,787;14,52;2,697;N;
1128;míra;230;2,114;11,663;2,696;N;
1129;riskantně;84;8,49;9,14;2,695;;
1130;kdy;935;1,598;20,477;2,694;D;
1131;princezna;107;3,636;9,512;2,694;N;
1132;dvůr;140;2,766;10,092;2,694;N;
1133;celoročně;90;5,191;9,227;2,693;D;
1134;sociální;371;1,823;13,818;2,689;A;
1135;dospělost;92;4,808;9,249;2,689;N;
1136;obzvlášť;104;3,757;9,444;2,687;D;
1137;ha;98;4,149;9,342;2,687;B;
1138;počasí;231;2,092;11,634;2,684;N;
1139;klokan;90;5,068;9,204;2,683;;
1140;formálně;91;4,894;9,219;2,683;D;
1141;ohrožení;119;3,154;9,683;2,68;N;
1142;strakatý;84;7,218;9,104;2,68;A;
1143;kolektiv;110;3,438;9,521;2,678;N;
1144;tisíc;895;1,585;19,946;2,677;C;
1145;začátek;419;1,762;14,432;2,677;N;
1146;prasátko;86;5,971;9,126;2,676;N;
1147;antilopa;84;6,987;9,093;2,675;;
1148;zástupce;321;1,871;13,017;2,675;N;
1149;kterýkoli;97;4,15;9,294;2,674;P;
1150;soud;465;1,723;15,032;2,674;N;
1151;dům;767;1,605;18,59;2,673;N;
1152;dozorce;87;5,558;9,129;2,671;N;
1153;prodejce;122;3,044;9,707;2,67;N;
1154;dokud;131;2,855;9,863;2,67;J;
1155;znamenat;356;1,813;13,499;2,668;V;
1156;muflon;83;7,365;9,055;2,665;;
1157;uprchlík;109;3,428;9,47;2,665;N;
1158;rasisticky;82;9,023;9,038;2,664;D;
1159;počítač;180;2,303;10,698;2,664;N;
1160;tradičně;149;2,575;10,158;2,663;D;
